EXPOCODE	Name	ICEScode	CallSign_WMO	PlatformType	IMO_OS	Institution	EDMO	PI_Institution	PI_EDMO	PI	DOI_link
49P220000226	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220000309	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220000401	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220000413	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220000505	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220000518	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220000610	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220000621	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220000714	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220000726	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220000818	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220000830	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220000922	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220001005	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220001027	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220001108	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220001201	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220001213	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220010106	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220010117	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220010209	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220010221	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220010316	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220010328	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220010420	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	https://doi.org/10.3334/CDIAC/otg.VOS_AlligatorHope_1999-2001
49P220010502	Alligator Hope		ELFN8	32	8507676	National Institute for Environmental Studies (NIES)	4528	National Institute for Environmental Studies (NIES)	4528	Nojiri, Y.	
49QB20060104	Umitaka Maru	49Z5	JPAT	31	9231078	Tokyo University of Marine Science and Technology		National Institute of Polar Research (NIPR)	4368	Hashida, G.	
49QB20071226	Umitaka Maru	49Z5	JPAT	31	9231078	Tokyo University of Marine Science and Technology		National Institute of Polar Research (NIPR)	4368	Hashida, G.; Nakaoka, S.-I.	
49QB20080125	Umitaka Maru	49Z5	JPAT	31	9231078	Tokyo University of Marine Science and Technology		National Institute of Polar Research (NIPR)	4368	Hashida, G.	
49QB20090107	Umitaka Maru	49Z5	JPAT	31	9231078	Tokyo University of Marine Science and Technology		National Institute of Polar Research (NIPR)	4368	Hashida, G.; Nakaoka, S.-I.	https://doi.org/10.3334/CDIAC/otg.inoue81_89jap
49RY19810120	Ryofu Maru	49RY	JGZK	31	6619530	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Inoue, H.	https://doi.org/10.3334/CDIAC/otg.inoue81_89jap
49RY19820119	Ryofu Maru	49RY	JGZK	31	6619530	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Inoue, H.	https://doi.org/10.3334/CDIAC/otg.inoue81_89jap
49RY19830119	Ryofu Maru	49RY	JGZK	31	6619530	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Inoue, H.	https://doi.org/10.3334/CDIAC/otg.VOS_RM_II_1983-1989
49RY19840121	Ryofu Maru	49RY	JGZK	31	6619530	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Inoue, H.	https://doi.org/10.3334/CDIAC/otg.VOS_RM_II_1983-1989
49RY19850118	Ryofu Maru	49RY	JGZK	31	6619530	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Inoue, H.	https://doi.org/10.3334/CDIAC/otg.VOS_RM_II_1983-1989
49RY19860119	Ryofu Maru	49RY	JGZK	31	6619530	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Inoue, H.	https://doi.org/10.3334/CDIAC/otg.VOS_RM_II_1983-1989
49RY19870114	Ryofu Maru	49RY	JGZK	31	6619530	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Inoue, H.	https://doi.org/10.3334/CDIAC/otg.VOS_RM_II_1983-1989
49RY19870609	Ryofu Maru	49RY	JGZK	31	6619530	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Inoue, H.	https://doi.org/10.3334/CDIAC/otg.VOS_RM_II_1983-1989
49RY19880116	Ryofu Maru	49RY	JGZK	31	6619530	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Inoue, H.	https://doi.org/10.3334/CDIAC/otg.VOS_RM_II_1983-1989
49RY19890119	Ryofu Maru	49RY	JGZK	31	6619530	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Inoue, H.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19891117	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19900121	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19900513	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19900615	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19900913	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19901012	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19910119	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19910507	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19910607	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19910929	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19920119	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19920508	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19920613	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19921012	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19930120	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19930509	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19930610	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19931014	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19940119	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19940504	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19940708	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19941109	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1989_1995
49RY19950119	Ryofu Maru	49RY	JGZK	31	6619530	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20010120	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20010509	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20010712	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20011107	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20020117	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20020426	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20020625	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20021031	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20030115	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20030422	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20030625	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20031028	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20040120	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20040421	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20040616	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20041101	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20050118	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20050421	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20050615	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20051102	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20060118	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20060418	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20060614	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20061013	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20070117	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20070424	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20070703	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20071023	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20080117	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20080422	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20080617	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20081031	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20090116	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20090422	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20090610	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20091030	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20100108	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20100414	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20100509	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20100524	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20100615	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20100811	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20101002	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20101110	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20101204	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20110108	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20110205	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20110617	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20111004	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20111205	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20120108	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20120203	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20120412	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20120429	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20120602	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20120621	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20120826	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20121024	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2001_2012
49UF20121210	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2012_2013
49UF20130107	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2012_2013
49UF20130203	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20130411	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2012_2013
49UF20130531	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_KeifuMaru_2012_2013
49UF20130626	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20131006	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20131030	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20140107	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20140206	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20140410	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20140512	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20140623	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20140904	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UF20141218	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.7289/V58S4N54
