EXPOCODE	Name	ICEScode	CallSign_WMO	PlatformType	IMO_OS	Institution	EDMO	PI_Institution	PI_EDMO	PI	DOI_link
49UF20150108	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.7289/V58S4N54
49UF20150202	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.7289/V58S4N54
49UF20150416	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.7289/V58S4N54
49UF20150620	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.7289/V58S4N54
49UF20151021	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.7289/V5F47MGW
49UF20160107	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	https://doi.org/10.7289/V5F47MGW
49UF20160201	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	https://doi.org/10.7289/V5F47MGW
49UF20160315	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	https://doi.org/10.7289/V5F47MGW
49UF20160408	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	https://doi.org/10.7289/V5F47MGW
49UF20160512	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	https://doi.org/10.7289/V5F47MGW
49UF20160618	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	https://doi.org/10.7289/V5F47MGW
49UF20160730	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	https://doi.org/10.7289/V5F47MGW
49UF20160917	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	https://doi.org/10.7289/V5F47MGW
49UF20161116	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	
49UF20170110	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	
49UF20170228	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	
49UF20170409	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	
49UF20170502	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	
49UF20170612	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	
49UF20170727	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	
49UF20171107	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	
49UF20171212	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Sakurai, K.	
49UF20180106	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20180129	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20180314	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20180408	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20180518	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20180709	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20180927	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20181030	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20190108	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20190207	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20190424	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20190621	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20190727	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20190917	Keifu Maru	49UF	JGQH	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	
49UF20191201	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kazutaka, Enyo	https://doi.org/10.25921/hc0z-5981
49UF20200108	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kazutaka, Enyo	https://doi.org/10.25921/kgxv-3029
49UF20200201	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kazutaka, Enyo	
49UF20200407	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kazutaka, Enyo	https://doi.org/10.25921/vamp-8p60
49UF20200605	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kazutaka, Enyo	https://doi.org/10.25921/5104-em95
49UF20200619	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kazutaka, Enyo	https://doi.org/10.25921/80bj-4h08
49UF20200730	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kazutaka, Enyo	https://doi.org/10.25921/p0be-x234
49UF20201021	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	https://doi.org/10.25921/1tsh-7s07
49UF20201205	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	https://doi.org/10.25921/a75r-a110
49UF20210108	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	https://doi.org/10.25921/8r29-zx54
49UF20210202	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	https://doi.org/10.25921/n8gn-7d32
49UF20210407	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	https://doi.org/10.25921/f20y-3w61
49UF20210515	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	https://doi.org/10.25921/a75r-a110
49UF20210703	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	https://doi.org/10.25921/a75r-a110
49UF20210809	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	https://doi.org/10.25921/a75r-a110
49UF20210905	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	https://doi.org/10.25921/a75r-a110
49UF20211020	Keifu Maru	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Kadono, K.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19950716	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19950831	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19951115	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19960118	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19960424	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19960720	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19961010	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19970123	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19970424	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19970531	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19970913	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19980127	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19980427	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19980610	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19980917	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19990123	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19990423	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19990623	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_1995_1999
49UP19990918	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20000122	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20000421	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20000621	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20000921	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20010120	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20010425	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20010620	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20011011	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20020126	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20020427	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20020625	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20021002	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20030125	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20030426	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20030621	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20031007	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20040115	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20040423	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20040609	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20041022	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20050114	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20050423	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20050616	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20051021	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20060115	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20060429	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20060609	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20061021	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20070119	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20070502	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20070607	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20071020	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20080123	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20080425	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20080614	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20081105	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20090117	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20090423	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2000_2009
49UP20090609	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20100415	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20100511	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20100706	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20101110	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20110107	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20110307	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20110515	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20110604	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20110705	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20110912	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20111205	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20120111	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20120307	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20120410	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20120602	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20120726	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	
49UP20121116	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20130109	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
49UP20130307	Ryofu Maru	49UP	JGQH	31	9100322	Japan Meteorological Agency	1778	Japan Meteorological Agency	1778	Saito, S.	https://doi.org/10.3334/CDIAC/OTG.VOS_Ryofu_Maru_2010_2013
