Cruise No	EXPOCODE	Name	ICEScode	CallSign_WMO	PlatformType	IMO_OS	Institution	EDMO	PI_Institution	PI_EDMO	PI	DOI_link
279	31DS19940126	Discoverer	31DS	WTEA	31	6600814	National Oceanic and Atmospheric Administration	1433	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	B. Taft; G. Johnson	https://doi.org/10.3334/cdiac/otg.31dscg94_1_2_3
280	31DS19960105	Discoverer	31DS	WTEA	31	6600814	National Oceanic and Atmospheric Administration	1433	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	J. Bullister; R. Feely (Leg 2)	https://doi.org/10.3334/cdiac/otg.31dscg96_1_2
281	31OC19870606	Oceanographer	31OC	WTEP	31	6600826	National Oceanic and Atmospheric Administration	1433	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	S. Hayes	https://doi.org/10.3334/cdiac/otg.31oc19870606
282	31WT19840504	Thomas Washington	31WT	KGWU	31		Scripps Institution of Oceanography	1390	Oregon State University, College of Earth, Ocean, and Atmospheric Sciences	3244	L. Talley; R. A. de Szoeke	https://doi.org/10.3334/cdiac/otg.p16n_31wt19840504
283	31WT19841001	Thomas Washington	31WT	KGWU	31		Scripps Institution of Oceanography	1390	Lamont-Doherty Earth Observatory, Columbia University	1384	A. Gordon	https://doi.org/10.3334/cdiac/otg.31wt19841001
284	31WT19910531	Thomas Washington	31WT	KGWU	31		Scripps Institution of Oceanography	1390	University of Perpignan / Institut Of Modelisation And Analysis In Marine Geo-Environment	1841	M. Tsuchiya	https://doi.org/10.3334/cdiac/otg.ndp062
285	31WT19910716	Thomas Washington	31WT	KGWU	31		Scripps Institution of Oceanography	1390	Lamont-Doherty Earth Observatory, Columbia University	1384	J. Swift	https://doi.org/10.3334/cdiac/otg.ndp054
286	31WT19910831	Thomas Washington	31WT	KGWU	31		Scripps Institution of Oceanography	1390	University of Perpignan / Institut Of Modelisation And Analysis In Marine Geo-Environment	1841	L. Talley	https://doi.org/10.3334/cdiac/otg.ndp060
287	320619940214	Nathaniel B. Palmer	3206	WPB3210	31	9007257	National Science Foundation	1381	Lamont-Doherty Earth Observatory, Columbia University	1384	S. Jacobs	https://doi.org/10.3334/cdiac/otg.clivar_ross_sea_320619940214
288	320619960503	Nathaniel B. Palmer	3206	WPB3210	31	9007257	National Science Foundation	1381	Rosenstiel School of Marine and Atmospheric Science (RSMAS), University of Miami	1382	T. Whitworth	https://doi.org/10.3334/cdiac/otg.ndp086
288	320619960503	Nathaniel B. Palmer	3206	WPB3210	31	9007257	National Science Foundation	1381	Rosenstiel School of Marine and Atmospheric Science (RSMAS), University of Miami	1382	T. Whitworth	https://doi.org/10.3334/cdiac/otg.ndp086
289	320619960830	Nathaniel B. Palmer	3206	WPB3210	31	9007257	National Science Foundation	1381	University of Maryland Center for Environmental Science, Horn Point Laboratory	3226	R. Anderson	https://doi.org/10.3334/cdiac/otg.clivar_ross_sea_320619960830
290	320619970113	Nathaniel B. Palmer	3206	WPB3210	31	9007257	National Science Foundation	1381	Lamont-Doherty Earth Observatory, Columbia University	1384	J. Marra	https://doi.org/10.3334/cdiac/otg.clivar_ross_sea_320619970113
291	320619970404	Nathaniel B. Palmer	3206	WPB3210	31	9007257	National Science Foundation	1381	Rosenstiel School of Marine and Atmospheric Science (RSMAS), University of Miami	1382	H. Ducklow	https://doi.org/10.3334/cdiac/otg.clivar_ross_sea_320619970404
292	320620000215	Nathaniel B. Palmer	3206	WPB3210	31	9007257	National Science Foundation	1381	Lamont-Doherty Earth Observatory, Columbia University	1384	S.Jacobs; W. Smethie	https://doi.org/10.3334/cdiac/otg.clivar_ross_sea_320620000215
293	320620030705	Nathaniel B. Palmer	3206	WPB3210	31	9007257	National Science Foundation	1381	Scripps Institution of Oceanography	1390	J.Swift; L. Codispoti	https://doi.org/10.3334/cdiac/otg.carina_320620030705
294	320620070203	Nathaniel B. Palmer	3206	WPB3210	31	9007257	National Science Foundation	1381	Lamont-Doherty Earth Observatory, Columbia University	1384	S. Jacobs; W. Smethie	https://doi.org/10.3334/cdiac/otg.320620070203
295	320620110219	Nathaniel B. Palmer	3206	WPB3210	31	9007257	National Science Foundation	1381	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	J. Swift	https://doi.org/10.3334/cdiac/otg.clivar_s04p_2011
296	322019920816	John V. Vickers	3220	WP8613	31	7366738	Scripps Institution of Oceanography	1390	Scripps Institution of Oceanography	1390	J. Bullsister; B. Taft	https://doi.org/10.3334/cdiac/otg.ndp075
297	323019940104	Maurice Ewing	3230	WLDZ	31	8203153	Lamont-Doherty Earth Observatory, Columbia University	1384	Dalhousie University - Department of Oceanography	2279	L. Memery	https://doi.org/10.3334/cdiac/otg.ndp084
298	325019850330	Thomas G. Thompson	3250	KGWT	31	7742152	Office of Naval Research	1560	Scripps Institution of Oceanography	1390	J.Swift; M. Hall; D.Roemmich; H. Bryden	https://doi.org/10.25921/9z32-w818
299	325019850804	Thomas G. Thompson	3250	KGWT	31	7742152	Office of Naval Research	1560	Scripps Institution of Oceanography	1390	L. Talley	https://doi.org/10.3334/cdiac/otg.woce_p01_tps47
300	325019930515	Thomas G. Thompson	3250	KGWT	31	7742152	Office of Naval Research	1560	University of Perpignan / Institut Of Modelisation And Analysis In Marine Geo-Environment	1841	D. L. Musgrave	https://doi.org/10.3334/cdiac/otg.325021_1
301	325019930705	Thomas G. Thompson	3250	KGWT	31	7742152	Office of Naval Research	1560	Hawai‘i Pacific University	4601	G. Roden	https://doi.org/10.3334/cdiac/otg.325023_1
302	325019931005	Thomas G. Thompson	3250	KGWT	31	7742152	Office of Naval Research	1560	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	M. Hall	https://doi.org/10.3334/cdiac/otg.ndp071
303	325019940125	Thomas G. Thompson	3250	KGWT	31	7742152	Office of Naval Research	1560	Hawai‘i Pacific University	4601	D. Roemmich	https://doi.org/10.3334/cdiac/otg.3250031_1
304	325019971101	Thomas G. Thompson	3250	KGWT	31	7742152	Office of Naval Research	1560	Hawai‘i Pacific University	4601	S. Emerson	https://doi.org/10.3334/cdiac/otg.p16n_stud97
305	325020040424	Thomas G. Thompson	3250	KGWT	31	7742152	Office of Naval Research	1560	University of Rhode Island, Graduate School of Oceanography	1445	D. R. Watts	https://doi.org/10.3334/cdiac/otg.pacifica_325020040424
306	325020060213	Thomas G. Thompson	3250	KGWT	31	7742152	Office of Naval Research	1560	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	C. Sabine; R. Feely	https://doi.org/10.25921/bvaz-zm17
306	325020060213	Thomas G. Thompson	3250	KGWT	31	7742152	Office of Naval Research	1560	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	C. Sabine; R. Feely	https://doi.org/10.25921/bvaz-zm17
307	325020080826	Thomas G. Thompson	3250	KGWT	31	7742152	Office of Naval Research	1560	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	S. Emerson	https://doi.org/10.3334/cdiac/otg.clivar_tn224_2008
308	32EV19910328	Endeavor	32EV	WCE5063	31	7604300	National Science Foundation	1381	Lamont-Doherty Earth Observatory, Columbia University	1384	R. Pickart	https://doi.org/10.3334/cdiac/otg.carina_32ev19910328
309	32H120020505	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	Bermuda Institute of Ocean Sciences (BIOS)	1383	J. Grebmeier; L. Cooper	https://doi.org/10.3334/cdiac/otg.carina_32h120020505
310	32H120020718	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	Bermuda Institute of Ocean Sciences (BIOS)	1383	J. Grebmeier; L. Cooper	https://doi.org/10.3334/cdiac/otg.carina_32h120020718
311	32H120030721	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	Bedford Institute of Oceanography	1811	Kelly K. Falkner	https://doi.org/10.3334/cdiac/otg.32h120030721
312	32H120030911	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	University of Maryland Center for Environmental Science, Horn Point Laboratory	3226	L.Codispoti; J.Swift	https://doi.org/10.3334/cdiac/otg.carina_32h120030911
313	32H120040515	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	Bermuda Institute of Ocean Sciences (BIOS)	1383	L.Codispoti; J.Swift	https://doi.org/10.3334/cdiac/otg.carina_32h120040515
314	32H120040718	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	Bermuda Institute of Ocean Sciences (BIOS)	1383	L.Codispoti; J.Swift	https://doi.org/10.3334/cdiac/otg.carina_32h120040718
315	32H120040910	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	University of Maryland Center for Environmental Science, Horn Point Laboratory	3226	L.Codispoti; J.Swift	https://doi.org/10.3334/cdiac/otg.carina_32h120040910
316	32L919920715	Polar Sea	32L9	NRUO	31	7391252	United States Coast Guard	3639	University of Washington, Applied Physics Laboratory	1554	J. Deming	https://doi.org/10.3334/cdiac/otg.carina_32l919920715
317	32L919930718	Polar Sea	32L9	NRUO	31	7391252	United States Coast Guard	3639	Dalhousie University - Department of Oceanography	2279	J. Deming	https://doi.org/10.3334/cdiac/otg.carina_32l919930718
318	32L919940204	Polar Sea	32L9	NRUO	31	7391252	United States Coast Guard	3639	Lamont-Doherty Earth Observatory, Columbia University	1384	S. Jacobs; W. Smethie	https://doi.org/10.3334/cdiac/otg.clivar_ross_sea_32l919940204
319	32MW19890206	Moana Wave	32MW	WUS9293	31	7319008	University of Hawaii	3826	Woods Hole Oceanographic Institution	3844	J. Toole; T. Joyce; H. Bryden	https://doi.org/10.3334/cdiac/otg.woce_p04wce
320	32NM19800810	New Horizon	32NM	WKWB	31	7723821	Scripps Institution of Oceanography	1390	Scripps Institution of Oceanography	1390	T. Hayward	https://doi.org/10.3334/cdiac/otg.p16n_1980_fiona
321	32OC19830501	Oceanus	32OC	WXAQ	31	7603617	National Science Foundation	1381	Woods Hole Oceanographic Institution	3844	M.McCartney	https://doi.org/10.3334/cdiac/otg.32oc19830501
322	32OC19880723	Oceanus	32OC	WXAQ	31	7603617	National Science Foundation	1381	Woods Hole Oceanographic Institution	3844	M. McCartney	https://doi.org/10.3334/cdiac/otg.woce_a16n_1988
323	32OC19950529	Oceanus	32OC	WXAQ	31	7603617	National Science Foundation	1381	Lamont-Doherty Earth Observatory, Columbia University	1384	R. Pickart	https://doi.org/10.3334/cdiac/otg.carina_32oc19950529
324	32OC20080510	Oceanus	32OC	WXAQ	31	7603617	National Science Foundation	1381	Woods Hole Oceanographic Institution	3844	J. Toole	https://doi.org/10.3334/cdiac/otg.32oc20080510
325	32PZ20020715	Polar Star	32PZ	NBTM	31	7367471	United States Coast Guard	3639	Woods Hole Oceanographic Institution	3844	J. Swift; L. Codispoti	https://doi.org/10.3334/cdiac/otg.carina_32pz20020715
326	32PZ20020819	Polar Star	32PZ	NBTM	31	7367471	United States Coast Guard	3639	University of Washington, Applied Physics Laboratory	1554	Rebecca Woodgate	https://doi.org/10.3334/cdiac/otg.pacifica_32pz20020819
327	32WC20070511	Wecoma	32WC	WSD7079	31	7604439	National Science Foundation	1381	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	R.Feely; C.Sabine	https://doi.org/10.3334/cdiac/otg.clivar_nacp_west_coast_cruise_2007
328	33AT20060118	Atlantis	33AT	KAQP	31	9105798	Woods Hole Oceanographic Institution	3844	Woods Hole Oceanographic Institution	3844	T Joyce	https://doi.org/10.25921/03r0-qm42
329	33AT20120324	Atlantis	33AT	KAQP	31	9105798	Woods Hole Oceanographic Institution	3844	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	R. Curry	https://doi.org/10.3334/cdiac/otg.clivar_a22_2012
330	33AT20120419	Atlantis	33AT	KAQP	31	9105798	Woods Hole Oceanographic Institution	3844	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	M. McCartney	https://doi.org/10.3334/cdiac/otg.clivar_a20_2012
331	33KB20020923	Kilo Moana	33KB	WDA7827	31	9229037	University of Hawaii	3826	University of Georgia, Department of Marine Sciences	1452	D. Capone	https://doi.org/10.3334/cdiac/otg.clivar_mp_2003
332	33LG20060321	Laurence M. Gould	33LG	WCX7445	31	9137337	National Science Foundation	1381	NOAA Earth System Research Laboratory	4602	C. Sweeney	https://doi.org/10.3334/cdiac/otg.clivar_a21_2006
333	33LG20090916	Laurence M. Gould	33LG	WCX7445	31	9137337	National Science Foundation	1381	NOAA Earth System Research Laboratory	4602	C. Sweeney	https://doi.org/10.3334/cdiac/otg.clivar_a21_33lg20090916
334	33LK19960415	Edwin Link	33EL	WTL4798	31	8120014	Harbor Branch Oceanographic Institute	3552	IRD / CENTRE DE CAYENNE- GUYANE	1062	Y. Gouriou	https://doi.org/10.3334/cdiac/otg.carina_33lk19960415
335	33MW19900222	Malcolm Baldrige	33MW	WTER	31	6901907	National Oceanic and Atmospheric Administration	1433	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	D. Wisegarver	https://doi.org/10.3334/cdiac/otg.ndp052
336	33MW19910711	Malcolm Baldrige	33MW	WTER	31	6901907	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	D. Atwood	https://doi.org/10.3334/cdiac/otg.woce_oaces91_a16s
337	33MW19920224	Malcolm Baldrige	33MW	WTER	31	6901907	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	L. Mangum; D. Atwood; R. Wanninkhof	https://doi.org/10.3334/cdiac/otg.eq92_spring
338	33MW19930704	Malcolm Baldrige	33MW	WTER	31	6901907	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	R. Wanninkhof; D. Atwood	https://doi.org/10.3334/cdiac/otg.woce_a16n_1993
339	33MW19950922	Malcolm Baldrige	33MW	WTER	31	6901907	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	R. Molinari	https://doi.org/10.3334/cdiac/otg.ir08n_oaces_1995
340	33PY19960913	Pogy	33PY	NERO	21		United States Navy	1441	University of British Columbia - Department of Earth, Ocean and Atmospheric Sciences	2220	R.Sambrotto	https://doi.org/10.3334/cdiac/otg.scicex_33py19960913
341	33RO19980123	Ronald H. Brown	33RO	WTEC	31	7366738	National Oceanic and Atmospheric Administration	1433	Rosenstiel School of Marine and Atmospheric Science (RSMAS), University of Miami	1382	D. Bitterman; K. Lee	https://doi.org/10.3334/cdiac/otg.woce_a05_1998
342	33RO20030604	Ronald H. Brown	33RO	WTEC	31	7366738	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	J. Bullister; N. Gruber	https://doi.org/10.3334/cdiac/otg.ndp085
343	33RO20050111	Ronald H. Brown	33RO	WTEC	31	7366738	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	R.Wanninkhof; S. Doney	https://doi.org/10.3334/cdiac/otg.ndp087
344	33RO20070710	Ronald H. Brown	33RO	WTEC	31	7366738	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	T.H.Peng; C.Langton	https://doi.org/10.3334/cdiac/otg.clivar_nacp_east_coast_cruise_2007
345	33RO20071215	Ronald H. Brown	33RO	WTEC	31	7366738	National Oceanic and Atmospheric Administration	1433	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	J. L. Bullister; G. C. Johnson	https://doi.org/10.3334/cdiac/otg.clivar_p18_2007
346	33RO20100308	Ronald H. Brown	33RO	WTEC	31	7366738	National Oceanic and Atmospheric Administration	1433	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	J. Bullister; R. Key	https://doi.org/10.3334/cdiac/otg.clivar_a13.5_2010
347	33RO20110926	Ronald H. Brown	33RO	WTEC	31	7366738	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	M. Baringer; A. Macdonald	https://doi.org/10.3334/cdiac/otg.clivar_a10_2011
348	33RR19971020	Roger Revelle	33RR	KAOU	31	9075228	Scripps Institution of Oceanography	1390	Rosenstiel School of Marine and Atmospheric Science (RSMAS), University of Miami	1382	T. Cowles	https://doi.org/10.3334/cdiac/otg.clivar_ross_sea_33rr19971020
349	33RR19971202	Roger Revelle	33RR	KAOU	31	9075228	Scripps Institution of Oceanography	1390	Rosenstiel School of Marine and Atmospheric Science (RSMAS), University of Miami	1382	R. Barber	https://doi.org/10.3334/cdiac/otg.clivar_ross_sea_33rr19971202
350	33RR20050109	Roger Revelle	33RR	KAOU	31	9075228	Scripps Institution of Oceanography	1390	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	B. Sloyan; J. Swift	https://doi.org/10.25921/09v7-bq08
351	33RR20050617	Roger Revelle	33RR	KAOU	31	9075228	Scripps Institution of Oceanography	1390	University of Rhode Island, Graduate School of Oceanography	1445	D. R. Watts	https://doi.org/10.3334/cdiac/otg.pacifica_33rr20050617
352	33RR20070204	Roger Revelle	33RR	KAOU	31	9075228	Scripps Institution of Oceanography	1390	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	J. Swift	https://doi.org/10.3334/cdiac/otg.clivar_i08s_2007
353	33RR20070322	Roger Revelle	33RR	KAOU	31	9075228	Scripps Institution of Oceanography	1390	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	J. Sprintall	https://doi.org/10.3334/cdiac/otg.clivar_i09n_2007
354	33RR20080204	Roger Revelle	33RR	KAOU	31	9075228	Scripps Institution of Oceanography	1390	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	K. Speer	https://doi.org/10.3334/cdiac/otg.clivar_i06s_2008
355	33RR20090320	Roger Revelle	33RR	KAOU	31	9075228	Scripps Institution of Oceanography	1390	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	J. Swift	https://doi.org/10.3334/cdiac/otg.clivar_i05_2009
356	33SW20030418	Seward Johnson	33SW	WST9756	31	8408002	Harbor Branch Oceanographic Institute	3552	University of Georgia, Department of Marine Sciences	1452	D. Capone; A. Subramaniam	https://doi.org/10.3334/cdiac/otg.carina_33sw20030418
357	34AR19970805	Aranda	34A3	OIRY	31	8802076	Finnish Environment Institute	1104	Finnish Institute of Marine Research (FIMR)	628	H. Gronvall; J. Launiainen	https://doi.org/10.3334/cdiac/otg.carina_34ar19970805
358	35A319930102	L'Atalante	35A3	FNCM	31	8716071	IFREMER	1054	IRD / CENTRE DE CAYENNE- GUYANE	1062	A. Morliere	https://doi.org/10.3334/cdiac/otg.woce_a07_1993
359	35A319930213	L'Atalante	35A3	FNCM	31	8716071	IFREMER	1054	IRD / CENTRE DE CAYENNE- GUYANE	1062	C. Colin	https://doi.org/10.3334/cdiac/otg.woce_a06_1993
360	35A319940923	L'Atalante	35A3	FNCM	31	8716071	IFREMER	1054	IRD CENTRE DE  NOUMEA	520	R. Le Borgne	https://doi.org/10.3334/cdiac/otg.pacifica_35a319940923
361	35A319950113	L'Atalante	35A3	FNCM	31	8716071	IFREMER	1054	Dalhousie University - Department of Oceanography	2279	H. Mercier	https://doi.org/10.3334/cdiac/otg.woce_a14a13_1995
362	35A319950221	L'Atalante	35A3	FNCM	31	8716071	IFREMER	1054	Dalhousie University - Department of Oceanography	2279	M. Arhan	https://doi.org/10.3334/cdiac/otg.woce_a14a13_1995
363	35A320010203	L'Atalante	35A3	FNCM	31	8716071	IFREMER	1054	ULPGC/ University of Las Palmas de Gran Canaria. Faculty of Marine Science. 	1398	L. Prieur	https://doi.org/10.3334/cdiac/otg.carina_35a320010203
364	35A320010322	L'Atalante	35A3	FNCM	31	8716071	IFREMER	1054	ULPGC/ University of Las Palmas de Gran Canaria. Faculty of Marine Science. 	1398	M. Bianchi	https://doi.org/10.3334/cdiac/otg.carina_35a320010322
365	35A320030412	L'Atalante	35A3	FNCM	31	8716071	IFREMER	1054	University of Bremen, Institute of Environmental Physics	2449	M. Rhein	https://doi.org/10.25921/v93t-jh89
366	35A320080223	L'Atalante	35A3	FNCM	31	8716071	IFREMER	1054	GEOMAR Helmholtz Centre for Ocean Research Kiel	2947	P. Brandt	https://doi.org/10.25921/xrhq-k446
367	35A820050607	Antea	35A8	FNUR	31	9128506	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	B. Bourlès	https://doi.org/10.3334/cdiac/otg.egee1_6
368	35LU19890509	Le Noroit	35LL	FITA	31	7035717	IFREMER	1054	CSIC-IIM/ Institute of Marine Research	279	F. Perez; A. Rios	https://doi.org/10.3334/cdiac/otg.carina_35lu19890509
369	35LU19950909	Le Noroit	35LL	FITA	31	7035717	IFREMER	1054	Overseas Office of Scientific & Technical Research (ORSTOM)	1831	Y. Gouriou	https://doi.org/10.3334/cdiac/otg.carina_35lu19950909
370	35MF19850224	Marion Dufresne	35M1	FNGB	31	7208388	IFREMER	1054	Rosenstiel School of Marine and Atmospheric Science (RSMAS), University of Miami	1382	A. Poisson; M.Fieux; N. Metzl	https://doi.org/10.3334/cdiac/otg.ndp036
371	35MF19890730	Marion Dufresne	35M1	FNGB	31	7208388	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	M. Fieux	https://doi.org/10.3334/cdiac/otg.jade_1989
372	35MF19920217	Marion Dufresne	35M1	FNGB	31	7208388	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	M. Fieux	https://doi.org/10.3334/cdiac/otg.jade_1992
373	35MF19930123	Marion Dufresne	35M1	FNGB	31	7208388	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	A. Poisson	https://doi.org/10.3334/cdiac/otg.woce_i06sa_1993
374	35MF19960220	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	A. Poisson	https://doi.org/10.3334/cdiac/otg.woce_i06sb_1996
375	35MF19980121	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	N. Metzl	https://doi.org/10.3334/cdiac/otg.carina_35mf19980121
376	35MF19980818	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	N. Metzl	https://doi.org/10.3334/cdiac/otg.carina_35mf19980818
377	35MF19981205	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	N. Metzl	https://doi.org/10.3334/cdiac/otg.carina_35mf19981205
378	35MF19990104	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	M. Denis	https://doi.org/10.3334/cdiac/otg.carina_35mf19990104
379	35MF20000117	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	N. Metzl	https://doi.org/10.3334/cdiac/otg.carina_35mf20000117
380	35MF20000719	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	N. Metzl	https://doi.org/10.3334/cdiac/otg.carina_35mf20000719
381	35MF20010103	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	C.Pierre; N.Metzl	https://doi.org/10.3334/cdiac/otg.carina_35mf20010103
382	35MF20020104	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	N. Metzl	https://doi.org/10.3334/cdiac/otg.carina_35mf20020104
383	35MF20040103	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	C.Lo Monaco; N.Metzl	https://doi.org/10.3334/cdiac/otg.carina_35mf20040103
384	35MF20050111	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	C. Brunet; C.Lo Monaco; N.Metzl	https://doi.org/10.3334/cdiac/otg.oiso12_35mf20050111
385	35MF20080207	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	ULPGC/ University of Las Palmas de Gran Canaria. Faculty of Marine Science. 	1398	S. Speich	https://doi.org/10.3334/cdiac/otg.clivar_a12_35mf20080207
386	35MF20090103	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	C.Lo Monaco; N.Metzl	https://doi.org/10.3334/cdiac/otg.oiso17_35mf20090103
387	35MF20091219	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	C.Lo Monaco; N.Metzl	https://doi.org/10.3334/cdiac/otg.oiso18_35mf20091219
388	35MF20110114	Marion Dufresne	35MV	FNIN	31	9050814	IFREMER	1054	Laboratory of Oceanography and Climate  : Experiments and numerical Approaches - UMR 7159	494	C.Lo Monaco; N.Metzl	https://doi.org/10.3334/cdiac/otg.oiso19_35mf20110114
389	35TH19990712	Thalassa	35HT	FNFP	31	9070307	IFREMER	1054	University of Perpignan / Institut Of Modelisation And Analysis In Marine Geo-Environment	1841	Y. Gouriou	https://doi.org/10.3334/cdiac/otg.carina_35th19990712
390	35TH20000724	Thalassa	35HT	FNFP	31	9070307	IFREMER	1054	IRD Legos	3500	B. Bourlès	https://doi.org/10.3334/cdiac/otg.35th20000724
391	35TH20010823	Thalassa	35HT	FNFP	31	9070307	IFREMER	1054	ULPGC/ University of Las Palmas de Gran Canaria. Faculty of Marine Science. 	1398	J.C. Gascard	https://doi.org/10.3334/cdiac/otg.carina_35th20010823
392	35TH20020611	Thalassa	35HT	FNFP	31	9070307	IFREMER	1054	CSIC-IIM/ Institute of Marine Research	279	H. Mercier	https://doi.org/10.3334/cdiac/otg.carina_35th20020611
393	35TH20040604	Thalassa	35HT	FNFP	31	9070307	IFREMER	1054	CSIC-IIM/ Institute of Marine Research	279	T. Huck	https://doi.org/10.3334/cdiac/otg.carina_35th20040604
394	35TH20080610	Thalassa	35HT	FNFP	31	9070307	IFREMER	1054	CSIC-IIM/ Institute of Marine Research	279	H. Mercier; B. Ferron	https://doi.org/10.3334/cdiac/otg.clivar_ovide_2008
