Cruise No	EXPOCODE	Name	ICEScode	CallSign_WMO	PlatformType	IMO_OS	Institution	EDMO	PI_Institution	PI_EDMO	PI	DOI_link
4015	18VT20120401	Vector	18VT	CGBW	32	6717760	Canadian Coast Guard		Institute of Ocean Sciences	4155	Debby Ianson	https://doi.org/10.7289/v5k64gcp
4016	18VT20120405	Vector	18VT	CGBW	32	6717760	Canadian Coast Guard		Institute of Ocean Sciences	4155	Debby Ianson	https://doi.org/10.7289/v5k64gcp
4017	18VT20120613	Vector	18VT	CGBW	32	6717760	Canadian Coast Guard		Institute of Ocean Sciences	4155	Debby Ianson	https://doi.org/10.7289/v5k64gcp
4018	18VT20120714	Vector	18VT	CGBW	32	6717760	Canadian Coast Guard		Institute of Ocean Sciences	4155	Debby Ianson	https://doi.org/10.7289/v5k64gcp
4019	18VT20120919	Vector	18VT	CGBW	32	6717760	Canadian Coast Guard		Institute of Ocean Sciences	4155	Debby Ianson	https://doi.org/10.7289/v5k64gcp
4020	316G20120202	Delaware II	316G	KNBD	32	7629946	National Oceanic and Atmospheric Administration (NOAA)	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5nk3c3w https://doi.org/10.25921/531n-c230
4021	316N20090614	Knorr	316N	KCEJ	31	7738618	Woods Hole Oceanographic Institution	3844	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	Jessica N. Cross; Jeremy T. Mathis	https://doi.org/10.25921/sqkj-f093 https://doi.org/10.25921/531n-c230
4022	31FN20090924	Miller Freeman	31FN	WTDM	31	6621636	National Oceanic and Atmospheric Administration	1433	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	Jessica N. Cross; Jeremy T. Mathis	https://doi.org/10.25921/14tb-zk16 https://doi.org/10.25921/531n-c230
4023	332220120904	Bell M. Shimada	3322	WTED	31	9349069	National Oceanic and Atmospheric Administration	1433	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	Dana Greeley; Cynthia Peacock	https://doi.org/10.25921/e7m6-gh32 https://doi.org/10.25921/531n-c230
4024	332220170918	Bell M. Shimada	3322	WTED	31	9349069	National Oceanic and Atmospheric Administration	1433	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	Dana Greeley; Julian Herndon; Morgan Ostendorf; Simone Alin; Richard Feely	https://doi.org/10.25921/3qa5-v720 https://doi.org/10.25921/531n-c230
4025	334A20140510	Okeanos Explorer	334A	WTDH	32	8835114	National Oceanic and Atmospheric Administration (NOAA)	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5hx19r1 https://doi.org/10.25921/531n-c230
4026	334B20121026	Pisces	334B	WTDL	32	9349071	National Oceanic and Atmospheric Administration (NOAA)	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v53j3b18 https://doi.org/10.25921/531n-c230
4027	334B20141103	Pisces	334B	WTDL	32	9349071	National Oceanic and Atmospheric Administration (NOAA)	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5fx77hq https://doi.org/10.25921/531n-c230
4028	334B20160807	Pisces	334B	WTDL	32	9349071	National Oceanic and Atmospheric Administration (NOAA)	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5mk6b6n https://doi.org/10.25921/531n-c230
4029	334B20161018	Pisces	334B	WTDL	32	9349071	National Oceanic and Atmospheric Administration (NOAA)	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5mk6b6n https://doi.org/10.25921/531n-c230
4030	33FA20180624	Falkor	CIFR	ICDA	32	7928677	Schmidt Ocean Institute (SOI)	4378	Schmidt Ocean Institute (SOI)	4378	Ryan Woosley	https://doi.org/10.25921/531n-c230
4031	33GG20130609	Gordon Gunter	33GG	WTEO	31	8835255	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5qf8qxx https://doi.org/10.25921/531n-c230
4032	33GG20131113	Gordon Gunter	33GG	WTEO	31	8835255	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5v40s8b https://doi.org/10.25921/531n-c230
4033	33GG20140301	Gordon Gunter	33GG	WTEO	31	8835255	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5kp807f https://doi.org/10.25921/531n-c230
4034	33GG20150619	Gordon Gunter	33GG	WTEO	31	8835255	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5vt1q40 https://doi.org/10.25921/531n-c230
4035	33GG20151012	Gordon Gunter	33GG	WTEO	31	8835255	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v55b00j8 https://doi.org/10.25921/531n-c230
4036	33GG20160521	Gordon Gunter	33GG	WTEO	31	8835255	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5rb72wh https://doi.org/10.25921/531n-c230
4037	33GG20160607	Gordon Gunter	33GG	WTEO	31	8835255	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5rb72wh https://doi.org/10.25921/531n-c230
4038	33GG20170516	Gordon Gunter	33GG	WTEO	31	8835255	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v57942z8 https://doi.org/10.25921/531n-c230
4039	33GG20170530	Gordon Gunter	33GG	WTEO	31	8835255	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v57942z8 https://doi.org/10.25921/531n-c230
4040	33GG20170610	Gordon Gunter	33GG	WTEO	31	8835255	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v57942z8 https://doi.org/10.25921/531n-c230
4041	33GG20171031	Gordon Gunter	33GG	WTEO	31	8835255	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.25921/5n5e-sb72 https://doi.org/10.25921/531n-c230
4042	33GG20180822	Gordon Gunter	33GG	WTEO	31	8835255	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.25921/6at2-r476 https://doi.org/10.25921/531n-c230
4043	33H520181102	Hugh R. Sharp	33H5	WDL9840	32	9388443	University of Delaware College of Earth, Ocean, and Environment (CEOE)	3209	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.25921/dz61-vt20 https://doi.org/10.25921/531n-c230
4044	33HH20120531	Henry B. Bigelow	33HH	WTDF	31	9349057	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5zs2tk1 https://doi.org/10.25921/531n-c230
4045	33HH20150519	Henry B. Bigelow	33HH	WTDF	31	9349057	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v51j97t0 https://doi.org/10.25921/531n-c230
4046	33HH20170211	Henry B. Bigelow	33HH	WTDF	31	9349057	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5gt5kgx https://doi.org/10.25921/531n-c230
4047	33HH20180523	Henry B. Bigelow	33HH	WTDF	31	9349057	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.25921/9apk-xs73 https://doi.org/10.25921/531n-c230
4048	33HH20180625	Henry B. Bigelow	33HH	WTDF	31	9349057	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero; Wei-Jun Cai; Kumiko Azetsu-Scott	https://doi.org/10.25921/f4vg-g356 https://doi.org/10.25921/531n-c230
4049	33HQ20080329 	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	National Oceanic and Atmospheric Administration (NOAA)	1433	Jeremy T. Mathis	https://doi.org/10.3334/cdiac/otg.best08spr_33hq20080329 https://doi.org/10.25921/531n-c230
4050	33HQ20080703 	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	National Oceanic and Atmospheric Administration (NOAA)	1433	Jeremy T. Mathis	https://doi.org/10.25921/px3e-rb18 https://doi.org/10.25921/531n-c230
4051	33HQ20090403	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	Jessica N. Cross; Jeremy T. Mathis	https://doi.org/10.25921/f6g1-3d67 https://doi.org/10.25921/531n-c230
4052	33HQ20100907 	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	University of Alaska Fairbanks (UAF)	3643	Natalie M. Monacci	https://doi.org/10.3334/cdiac/otg.clivar_33hq20100907 https://doi.org/10.25921/531n-c230
4053	33HQ20121005 	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	University of Alaska Fairbanks (UAF)	3643	Natalie M. Monacci	https://doi.org/10.3334/cdiac/otg.clivar_33hq20121005 https://doi.org/10.25921/531n-c230
4054	33HQ20170826	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	Jessica Cross; Natalie Monacci	https://doi.org/10.25921/pks4-4p43
4055	33HQ20180807	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	Jessica Cross; Natalie Monacci	https://doi.org/10.25921/xc4b-xh20
4056	33HQ20190806	Healy	33HQ	NEPP	31	9083380	United States Coast Guard	3639	Pacific Marine Environmental Laboratory (PMEL), National Oceanic and Atmospheric Administration (NOAA)	1440	Jessica Cross	https://doi.org/10.25921/b5s5-py61
4057	33RO20120721	Ronald H. Brown	33RO	WTEC	31	9105786	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero; Wei-Jun Cai; Robert Byrne	https://doi.org/10.7289/v5542kj0 https://doi.org/10.25921/531n-c230
4058	33RO20170718	Ronald H. Brown	33RO	WTEC	31	9105786	National Oceanic and Atmospheric Administration	1433	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero; Robert Byrne	https://doi.org/10.25921/yy5k-dw60 https://doi.org/10.25921/531n-c230
4059	33WA20141201	F. G. Walton Smith	33WA	WCZ6292	31	8964501	Rosenstiel School of Marine and Atmospheric Science (RSMAS), University of Miami	1382	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5jh3j8k https://doi.org/10.25921/531n-c230
4060	33WA20150921	F. G. Walton Smith	33WA	WCZ6292	31	8964501	Rosenstiel School of Marine and Atmospheric Science (RSMAS), University of Miami	1382	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Rik Wanninkhof; Leticia Barbero	https://doi.org/10.7289/v5ws8r98 https://doi.org/10.25921/531n-c230
4061	49HH20091106	Hakuho Maru	49HH	JDSS	31	8714700	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Yuichiro Kumamoto	https://doi.org/10.5285/cf2d9ba9-d51d-3b7c-e053-8486abc0f5fd
4062	49NZ20191205	Mirai	49NZ	JNSR	31	6919423	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Japan Agency for Marine-Earth Science and Technology (JAMSTEC)	1537	Akihiko Murata	https://doi.org/10.25921/b03q-3n32
4063	49UF20190207	Keifu Maru II	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778			Koji Kadono	https://doi.org/10.25921/qs3b-c991
4064	49UF20190424	Keifu Maru II	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Nakamura Tetsuya	https://doi.org/10.25921/2nkx-0b04
4065	49UF20190604	Keifu Maru II	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Nakamura Tetsuya	https://doi.org/10.25921/vwxz-b773
4066	49UF20190716	Keifu Maru II	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Nakamura Tetsuya	https://doi.org/10.25921/52kd-ha66
4067	49UF20190916	Keifu Maru II	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778	Meteorological Research Institute, Japan Meteorological Agency	4631	Nakamura Tetsuya	https://doi.org/10.25921/hpgk-p037
4068	49UF20200108	Keifu Maru II	49UF	JPBN	31	9237838	Japan Meteorological Agency	1778			Chikara Nara	https://doi.org/10.25921/hc0z-5981
